               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.085093,            0.082479,            0.012046,             0.82211,             0.26453,             0.19468,            0.077698,            0.061818,             0.12577,            0.003933,            0.070053,           0.0033274,           0.0033274
                   1,            0.065577,            0.069101,           0.0061312,             0.90582,             0.28016,             0.27145,             0.10038,            0.050305,             0.12369,           0.0033052,            0.039987,           0.0065948,           0.0065948
